Bolid{tempEngine=101.36639475362807, tirePressure=22.38213502742296, oilPressure=305.11154419830586}
Bolid{tempEngine=93.20006507878063, tirePressure=22.172749120119157, oilPressure=258.4673911552168}
Bolid{tempEngine=103.05334631798328, tirePressure=23.866966770561973, oilPressure=222.13712189561898}
Bolid{tempEngine=95.23662270532328, tirePressure=23.09432688641683, oilPressure=284.7296792817324}
Bolid{tempEngine=95.52457527756334, tirePressure=23.591642908486634, oilPressure=266.3911739404004}
Bolid{tempEngine=94.45382366390945, tirePressure=21.455037935157744, oilPressure=315.395105459143}
Bolid{tempEngine=96.84303558138639, tirePressure=21.689278676556047, oilPressure=355.1704014110469}
Bolid{tempEngine=95.87823209852094, tirePressure=20.45823076773659, oilPressure=238.38471973395184}
Bolid{tempEngine=98.41205780613562, tirePressure=22.802115818893977, oilPressure=408.1818418494807}
Bolid{tempEngine=92.24261485923537, tirePressure=22.0866560699727, oilPressure=276.0828137569715}
Bolid{tempEngine=103.50480797774233, tirePressure=23.978031701158613, oilPressure=192.34439758959033}
Bolid{tempEngine=90.31405152761646, tirePressure=20.675393198310093, oilPressure=387.28219505590965}
Bolid{tempEngine=101.58067789763483, tirePressure=20.402686651438014, oilPressure=375.46213791357775}
Bolid{tempEngine=97.55112582966426, tirePressure=21.240712518127967, oilPressure=388.96701013937854}
Bolid{tempEngine=91.43304991919199, tirePressure=22.353827851827255, oilPressure=265.5806070099427}
Bolid{tempEngine=102.87186721073058, tirePressure=22.97042622000541, oilPressure=280.80591354369454}
Bolid{tempEngine=90.92431837767496, tirePressure=22.8215889429443, oilPressure=206.74620422315505}
Bolid{tempEngine=93.64844152644628, tirePressure=20.789845020161216, oilPressure=269.50707977241854}
Bolid{tempEngine=101.64554129640048, tirePressure=22.24899066620109, oilPressure=363.75835528872665}
Bolid{tempEngine=98.52116250348172, tirePressure=21.85272051987528, oilPressure=320.35864922790176}
Bolid{tempEngine=101.67406696391369, tirePressure=23.245332804332573, oilPressure=312.4938647497851}
Bolid{tempEngine=91.5693161338152, tirePressure=21.399952020345182, oilPressure=230.98176428278794}
Bolid{tempEngine=90.61646192653303, tirePressure=23.400544771769862, oilPressure=361.63375848647905}
Bolid{tempEngine=99.59122075546999, tirePressure=19.764936674653395, oilPressure=404.16030764947664}
Bolid{tempEngine=93.23096600222833, tirePressure=21.270981804331786, oilPressure=193.6434149910667}
Bolid{tempEngine=99.7976956778562, tirePressure=23.677569010616885, oilPressure=218.55397834712582}
Bolid{tempEngine=101.61131036800951, tirePressure=20.472860100402638, oilPressure=303.25894939421005}
Bolid{tempEngine=91.38186634383445, tirePressure=20.8727431781, oilPressure=400.18130893886655}
Bolid{tempEngine=93.65151764392932, tirePressure=19.0912377261627, oilPressure=305.5774513012573}
Bolid{tempEngine=94.29445786308598, tirePressure=22.307649785875938, oilPressure=378.9982021272852}
Bolid{tempEngine=90.46881875502098, tirePressure=22.475975440351725, oilPressure=307.57134132978535}
Bolid{tempEngine=95.5766569886222, tirePressure=21.93186724330709, oilPressure=379.17426911248685}
Bolid{tempEngine=97.60879731998268, tirePressure=23.50440633073371, oilPressure=228.24173727418858}
Bolid{tempEngine=92.2960578933631, tirePressure=20.362699994849606, oilPressure=395.63801555512964}
Bolid{tempEngine=99.9714974308558, tirePressure=22.539885220455915, oilPressure=290.7813730568827}
Bolid{tempEngine=102.83651009229439, tirePressure=19.688992375894873, oilPressure=383.6193283786197}
Bolid{tempEngine=92.56445952381662, tirePressure=21.628866736458754, oilPressure=285.782565436916}
Bolid{tempEngine=95.91882601570398, tirePressure=19.491666099596898, oilPressure=235.21968820643582}
Bolid{tempEngine=90.83181615963056, tirePressure=20.846926868943225, oilPressure=338.9727206027827}
Bolid{tempEngine=91.93094816492766, tirePressure=19.16235711842403, oilPressure=396.2065799524125}
Bolid{tempEngine=97.98898691389641, tirePressure=21.859645163403496, oilPressure=268.97735836217623}
Bolid{tempEngine=97.0125373810733, tirePressure=22.97527498901479, oilPressure=284.3220744013617}
Bolid{tempEngine=91.10133120695032, tirePressure=22.357162936417616, oilPressure=376.69782418118666}
Bolid{tempEngine=102.49814547607826, tirePressure=22.314747601620176, oilPressure=221.83190452007355}
Bolid{tempEngine=92.660050828921, tirePressure=23.432766519313986, oilPressure=208.9254266843756}
Bolid{tempEngine=96.84787869220938, tirePressure=20.90761023735577, oilPressure=246.42751624173525}
Bolid{tempEngine=102.38473889225804, tirePressure=21.615514366478514, oilPressure=289.51051323614087}
Bolid{tempEngine=97.82053992105638, tirePressure=23.84049370972813, oilPressure=301.5193167735881}
Bolid{tempEngine=91.59645277880986, tirePressure=22.943332965452505, oilPressure=398.8326754282625}
Bolid{tempEngine=96.44859378350232, tirePressure=19.950865254346965, oilPressure=326.460561119309}
Bolid{tempEngine=90.784564278715, tirePressure=19.183027866127112, oilPressure=407.6643292437152}
Bolid{tempEngine=97.1879844116183, tirePressure=21.55163100195868, oilPressure=339.68168951750283}
Bolid{tempEngine=95.12200980573557, tirePressure=23.12882159593649, oilPressure=193.44454663902516}
Bolid{tempEngine=92.60125509570575, tirePressure=22.725233118331865, oilPressure=379.55507046274437}
Bolid{tempEngine=97.1460793473641, tirePressure=19.909440735270138, oilPressure=388.01538375441476}
Bolid{tempEngine=97.14829424154799, tirePressure=20.859931271453696, oilPressure=312.6888939539905}
Bolid{tempEngine=94.03837142321919, tirePressure=23.352992239917118, oilPressure=206.6158943966413}
Bolid{tempEngine=93.54848552008829, tirePressure=20.761307891975733, oilPressure=217.10903926899567}
Bolid{tempEngine=100.67109941494793, tirePressure=21.38811254696096, oilPressure=300.8716754046149}
Bolid{tempEngine=91.00991450081139, tirePressure=22.560360158491065, oilPressure=341.9718637131062}
Bolid{tempEngine=90.7731670924311, tirePressure=19.783233785994668, oilPressure=231.00145531276578}
Bolid{tempEngine=94.03054005098883, tirePressure=19.934913282899558, oilPressure=285.712854245455}
Bolid{tempEngine=103.54146458790149, tirePressure=20.78959971814274, oilPressure=407.6341192296159}
Bolid{tempEngine=102.5539898123197, tirePressure=23.734887087277194, oilPressure=195.4143768918471}
Bolid{tempEngine=95.72673617301177, tirePressure=23.23190938356167, oilPressure=361.44399694533433}
Bolid{tempEngine=99.84409911201529, tirePressure=20.244698802879338, oilPressure=218.96109140711755}
